,timestamp_iso,sample_rh,sample_temp,opc_pm25,opc_pm10
2406,2025-11-01 19:00:04+00:00,33.96,17.22,0.989,2.041
2407,2025-11-01 19:00:09+00:00,34.56,17.18,0.341,0.342
2408,2025-11-01 19:00:14+00:00,34.36,17.18,0.143,0.143
2409,2025-11-01 19:00:19+00:00,34.52,17.18,0.206,0.207
2410,2025-11-01 19:00:24+00:00,34.73,17.13,0.967,1.212
2411,2025-11-01 19:00:29+00:00,35.23,17.14,0.949,1.995
2412,2025-11-01 19:00:34+00:00,35.37,17.1,0.199,0.199
2413,2025-11-01 19:00:39+00:00,35.68,17.09,0.777,17.159
2414,2025-11-01 19:00:44+00:00,35.52,17.1,0.25,0.25
2415,2025-11-01 19:00:49+00:00,35.2,17.07,0.144,0.144
2416,2025-11-01 19:00:54+00:00,35.34,17.07,0.74,0.968
2417,2025-11-01 19:00:59+00:00,35.59,17.04,0.287,0.291
2418,2025-11-01 19:01:04+00:00,35.34,17.03,1.357,17.967
2419,2025-11-01 19:01:09+00:00,34.52,17.0,0.12,0.12
2420,2025-11-01 19:01:14+00:00,34.27,17.03,0.301,0.305
2421,2025-11-01 19:01:19+00:00,34.15,17.01,0.558,0.593
2422,2025-11-01 19:01:24+00:00,34.1,16.97,0.267,0.268
2423,2025-11-01 19:01:29+00:00,34.66,16.97,0.193,0.193
2424,2025-11-01 19:01:34+00:00,34.78,16.94,0.266,0.267
2425,2025-11-01 19:01:39+00:00,35.64,16.93,0.312,0.317
2426,2025-11-01 19:01:44+00:00,35.49,16.91,0.665,43.413
2427,2025-11-01 19:01:49+00:00,35.31,16.9,0.459,0.493
2428,2025-11-01 19:01:54+00:00,34.97,16.88,1.959,3.954
2429,2025-11-01 19:01:59+00:00,34.27,16.88,1.702,5.067
2430,2025-11-01 19:02:04+00:00,34.25,16.87,0.188,0.188
2431,2025-11-01 19:02:09+00:00,33.77,16.88,1.54,10.447
2432,2025-11-01 19:02:14+00:00,33.73,16.83,0.376,0.381
2433,2025-11-01 19:02:19+00:00,33.64,16.86,0.721,0.944
2434,2025-11-01 19:02:24+00:00,34.06,16.83,0.977,1.954
2435,2025-11-01 19:02:29+00:00,33.89,16.82,0.196,0.196
2436,2025-11-01 19:02:34+00:00,33.46,16.82,0.139,0.139
2437,2025-11-01 19:02:39+00:00,34.1,16.83,2.394,3.85
2438,2025-11-01 19:02:44+00:00,34.98,16.82,0.091,0.091
2439,2025-11-01 19:02:49+00:00,35.59,16.79,0.131,0.131
2440,2025-11-01 19:02:54+00:00,35.65,16.79,0.54,0.574
2441,2025-11-01 19:02:59+00:00,35.77,16.76,0.278,0.279
2442,2025-11-01 19:03:04+00:00,36.12,16.77,0.695,0.922
2443,2025-11-01 19:03:09+00:00,35.73,16.76,0.158,0.158
2444,2025-11-01 19:03:14+00:00,35.62,16.74,0.666,42.962
2445,2025-11-01 19:03:19+00:00,35.61,16.72,0.165,38.325
2446,2025-11-01 19:03:24+00:00,35.24,16.72,1.246,2.259
2447,2025-11-01 19:03:29+00:00,34.81,16.72,0.938,1.927
2448,2025-11-01 19:03:34+00:00,35.26,16.73,0.723,0.947
2449,2025-11-01 19:03:39+00:00,35.84,16.69,0.195,0.195
2450,2025-11-01 19:03:44+00:00,35.7,16.7,1.242,2.239
2451,2025-11-01 19:03:49+00:00,34.93,16.67,0.11,0.11
2452,2025-11-01 19:03:54+00:00,34.22,16.67,0.194,0.194
2453,2025-11-01 19:03:59+00:00,34.19,16.63,0.149,0.149
2454,2025-11-01 19:04:04+00:00,34.43,16.64,0.204,0.204
2455,2025-11-01 19:04:09+00:00,34.81,16.63,0.318,0.322
2456,2025-11-01 19:04:14+00:00,35.24,16.63,0.569,0.607
2457,2025-11-01 19:04:19+00:00,35.29,16.58,0.105,0.105
2458,2025-11-01 19:04:24+00:00,35.31,16.59,0.187,0.187
2459,2025-11-01 19:04:29+00:00,35.19,16.59,0.246,0.25
2460,2025-11-01 19:04:34+00:00,34.64,16.53,0.218,0.219
2461,2025-11-01 19:04:39+00:00,34.24,16.56,2.353,4.32
2462,2025-11-01 19:04:44+00:00,33.96,16.52,2.046,5.491
2463,2025-11-01 19:04:49+00:00,32.93,16.51,0.385,15.257
2464,2025-11-01 19:04:54+00:00,32.89,16.52,1.173,1.423
2465,2025-11-01 19:04:59+00:00,33.49,16.46,1.523,2.464
2466,2025-11-01 19:05:04+00:00,34.08,16.49,1.509,1.946
2467,2025-11-01 19:05:09+00:00,35.01,16.48,0.367,0.367
2468,2025-11-01 19:05:14+00:00,34.94,16.48,0.209,0.209
2469,2025-11-01 19:05:19+00:00,35.14,16.46,0.549,0.582
2470,2025-11-01 19:05:24+00:00,35.18,16.45,0.613,0.647
2471,2025-11-01 19:05:29+00:00,35.04,16.46,0.09,0.09
2472,2025-11-01 19:05:34+00:00,34.48,16.41,1.405,2.563
2473,2025-11-01 19:05:39+00:00,34.62,16.41,0.192,0.192
2474,2025-11-01 19:05:44+00:00,34.87,16.41,0.351,24.502
2475,2025-11-01 19:05:49+00:00,35.02,16.38,0.465,0.498
2476,2025-11-01 19:05:54+00:00,35.02,16.39,0.145,0.145
2477,2025-11-01 19:05:59+00:00,34.4,16.33,0.237,0.237
2478,2025-11-01 19:06:04+00:00,34.34,16.35,0.94,8.628
2479,2025-11-01 19:06:09+00:00,34.54,16.32,0.611,0.829
2480,2025-11-01 19:06:14+00:00,34.45,16.32,0.172,0.172
2481,2025-11-01 19:06:19+00:00,34.42,16.31,0.193,0.193
2482,2025-11-01 19:06:24+00:00,34.47,16.29,0.515,15.471
2483,2025-11-01 19:06:29+00:00,34.27,16.28,0.342,0.346
2484,2025-11-01 19:06:34+00:00,34.37,16.28,0.134,0.134
2485,2025-11-01 19:06:39+00:00,34.49,16.26,0.359,0.392
2486,2025-11-01 19:06:44+00:00,34.62,16.26,0.167,0.167
2487,2025-11-01 19:06:49+00:00,34.8,16.23,0.4,0.404
2488,2025-11-01 19:06:54+00:00,35.01,16.23,0.185,0.186
2489,2025-11-01 19:06:59+00:00,35.22,16.21,0.267,0.271
2490,2025-11-01 19:07:04+00:00,35.46,16.19,0.213,0.213
2491,2025-11-01 19:07:09+00:00,35.68,16.19,0.312,0.316
2492,2025-11-01 19:07:14+00:00,35.83,16.16,0.277,0.281
2493,2025-11-01 19:07:19+00:00,35.13,16.16,0.25,0.25
2494,2025-11-01 19:07:24+00:00,34.72,16.15,0.101,0.101
2495,2025-11-01 19:07:29+00:00,35.13,16.14,0.992,1.949
2496,2025-11-01 19:07:34+00:00,35.1,16.14,0.621,0.84
2497,2025-11-01 19:07:39+00:00,34.81,16.11,0.578,0.611
2498,2025-11-01 19:07:44+00:00,34.6,16.08,0.183,0.183
2499,2025-11-01 19:07:49+00:00,34.5,16.11,0.427,0.431
2500,2025-11-01 19:07:54+00:00,34.51,16.07,0.439,0.472
2501,2025-11-01 19:07:59+00:00,34.51,16.05,0.307,0.307
2502,2025-11-01 19:08:04+00:00,34.37,16.02,0.263,0.263
2503,2025-11-01 19:08:09+00:00,34.54,16.02,0.643,0.648
2504,2025-11-01 19:08:14+00:00,34.6,16.02,0.192,0.192
2505,2025-11-01 19:08:19+00:00,34.93,16.02,0.887,1.793
2506,2025-11-01 19:08:24+00:00,34.59,16.0,0.133,0.133
2507,2025-11-01 19:08:29+00:00,34.73,15.98,0.15,0.151
2508,2025-11-01 19:08:34+00:00,34.35,15.98,0.133,0.133
2509,2025-11-01 19:08:39+00:00,33.94,15.97,0.102,33.403
2510,2025-11-01 19:08:44+00:00,33.85,15.95,0.124,0.124
2511,2025-11-01 19:08:49+00:00,34.12,15.93,0.191,0.191
2512,2025-11-01 19:08:54+00:00,34.23,15.94,0.696,0.907
2513,2025-11-01 19:08:59+00:00,34.86,15.93,0.129,0.129
2514,2025-11-01 19:09:04+00:00,35.02,15.9,0.912,3.866
2515,2025-11-01 19:09:09+00:00,35.1,15.9,0.099,0.099
2516,2025-11-01 19:09:14+00:00,35.3,15.88,0.489,0.522
2517,2025-11-01 19:09:19+00:00,35.57,15.88,1.335,1.767
2518,2025-11-01 19:09:24+00:00,35.83,15.84,0.162,0.162
2519,2025-11-01 19:09:29+00:00,35.96,15.87,0.07,0.07
2520,2025-11-01 19:09:34+00:00,35.31,15.85,0.11,0.11
2521,2025-11-01 19:09:39+00:00,34.76,15.83,0.074,0.074
2522,2025-11-01 19:09:44+00:00,34.83,15.81,1.284,9.247
2523,2025-11-01 19:09:49+00:00,35.15,15.8,0.105,0.105
2524,2025-11-01 19:09:54+00:00,35.25,15.77,0.889,1.842
2525,2025-11-01 19:09:59+00:00,35.74,15.78,0.186,0.186
2526,2025-11-01 19:10:04+00:00,35.94,15.74,0.227,0.227
2527,2025-11-01 19:10:09+00:00,35.95,15.73,0.542,0.55
