UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/11/02T21:13:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,59,36,32,1023.62,4.63,26344,0,460,0.23,0.55,0.70,0.23,0.55,0.70,2,2,211.88,57.32,5.41,1.18,0.00,0.00,0.32,0.92,1.05,0.32,0.92,1.05,4,4,254.95,70.05,6.25,1.42,0.22,0.00,79.87
2025/11/02T21:15:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,36,30,1023.71,4.63,26280,0,580,0.37,1.00,1.08,0.37,1.00,1.08,4,4,223.32,65.86,8.15,1.78,0.24,0.24,0.29,0.46,0.46,0.29,0.46,0.46,2,2,238.98,64.56,3.83,0.19,0.00,0.00,80.31
2025/11/02T21:17:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,35,30,1023.67,4.63,26280,0,700,0.25,0.64,0.78,0.25,0.64,0.78,3,3,233.80,62.53,5.76,1.03,0.25,0.25,0.29,0.82,0.82,0.29,0.82,0.82,3,3,235.12,65.36,6.93,0.27,0.09,0.09,79.63
2025/11/02T21:19:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,58,36,31,1023.62,4.63,26280,0,820,0.66,1.21,1.21,0.66,1.21,1.21,5,5,252.78,73.91,8.45,0.91,0.00,0.00,0.59,1.00,1.14,0.59,1.00,1.14,4,4,266.90,74.88,8.41,0.78,0.17,0.17,79.54
2025/11/02T21:21:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,58,36,31,1023.61,4.63,26280,0,940,0.52,0.61,0.96,0.52,0.61,0.96,3,3,236.25,63.71,7.27,0.55,0.39,0.18,0.25,0.62,0.62,0.25,0.62,0.62,3,3,226.10,62.70,5.57,0.62,0.00,0.00,79.69
2025/11/02T21:23:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,37,30,1023.69,4.63,26280,0,1060,0.67,1.00,1.00,0.67,1.00,1.00,4,4,258.36,72.45,8.64,0.66,0.00,0.00,0.59,0.86,1.21,0.59,0.86,1.21,4,4,258.57,70.40,8.79,1.22,0.36,0.36,80.94
2025/11/02T21:25:48z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,58,36,31,1023.71,4.63,26280,0,1180,0.58,0.83,0.83,0.58,0.83,0.83,3,3,245.90,68.85,7.27,0.22,0.00,0.00,0.25,0.39,0.86,0.25,0.39,0.86,2,2,224.57,65.43,3.95,1.39,0.55,0.00,81.03
2025/11/02T21:27:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,58,36,31,1023.75,nan,26432,0,101,0.64,1.00,1.22,0.64,1.00,1.22,4,4,249.40,72.98,7.67,1.51,0.22,0.00,0.47,0.77,0.77,0.47,0.77,0.77,3,3,254.16,70.00,6.12,0.05,0.00,0.00,nan
2025/11/02T21:29:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,37,31,1023.77,4.63,26344,0,221,0.55,0.83,0.88,0.55,0.83,0.88,3,3,244.30,68.93,7.15,0.32,0.22,0.00,0.64,1.10,1.10,0.64,1.10,1.10,5,5,296.59,79.07,6.38,1.09,0.00,0.00,81.74
2025/11/02T21:31:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,37,31,1023.79,4.63,26344,0,341,0.02,0.30,0.46,0.02,0.30,0.46,1,1,212.32,58.60,4.53,0.63,0.39,0.19,0.51,0.80,0.80,0.51,0.80,0.80,3,3,254.08,71.42,6.07,0.44,0.00,0.00,83.59
2025/11/02T21:33:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,37,31,1023.78,4.63,26344,0,461,0.44,0.79,0.79,0.44,0.79,0.79,3,3,256.26,70.84,4.91,0.47,0.00,0.00,0.76,1.20,1.47,0.76,1.20,1.47,5,5,273.76,76.07,8.95,1.97,0.47,0.22,83.06
2025/11/02T21:35:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,58,37,32,1023.77,4.63,26344,0,581,0.84,1.00,1.22,0.84,1.00,1.22,4,4,297.16,80.93,6.81,0.86,0.24,0.00,0.63,1.05,1.15,0.63,1.05,1.15,4,4,272.44,78.86,5.42,0.76,0.00,0.00,83.95
2025/11/02T21:37:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,38,31,1023.80,4.63,26032,0,701,0.80,1.05,1.17,0.80,1.05,1.17,4,4,266.95,75.60,7.73,0.70,0.20,0.00,0.38,0.48,0.70,0.38,0.48,0.70,2,2,249.54,69.50,7.30,0.27,0.21,0.21,84.78
2025/11/02T21:39:30z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,57,37,31,1023.85,4.63,26280,0,821,0.67,1.22,1.57,0.67,1.22,1.57,5,5,265.71,78.84,7.33,2.00,0.41,0.22,0.62,1.09,1.09,0.62,1.09,1.09,5,5,262.71,76.40,7.52,0.88,0.00,0.00,84.66
