Time_Stamp,Instrument_ID,Date,Time,Condition,Session,Prox_to_xroad,Relative_Humidity_%,Temperature_C,PM25_ug/m3,PM10_ug/m3
75,378,2025-10-26,20:14:00,Intervention,Session 1,Near,32.63166666666667,18.528333333333332,0.7514166666666666,3.3487500000000003
76,378,2025-10-26,20:15:00,Intervention,Session 1,Near,32.435,18.558333333333334,0.6416666666666667,1.5737500000000002
77,378,2025-10-26,20:16:00,Intervention,Session 1,Near,30.930833333333336,18.608333333333334,0.7513333333333333,1.9541666666666666
78,378,2025-10-26,20:17:00,Intervention,Session 1,Near,32.575833333333335,18.655833333333334,0.3035833333333333,0.37424999999999997
79,378,2025-10-26,20:18:00,Intervention,Session 1,Near,33.237500000000004,18.7075,0.42191666666666666,1.6072499999999998
80,378,2025-10-26,20:19:00,Intervention,Session 1,Near,30.866666666666664,18.7525,0.5701666666666667,1.1651666666666667
81,378,2025-10-26,20:20:00,Intervention,Session 1,Near,30.439166666666665,18.75583333333333,0.3130833333333333,0.3204166666666667
82,378,2025-10-26,20:21:00,Intervention,Session 1,Near,30.424166666666665,18.745833333333334,0.36833333333333335,3.2605833333333334
83,378,2025-10-26,20:22:00,Intervention,Session 1,Near,31.864166666666666,18.717499999999998,0.6389166666666667,1.983666666666667
84,378,2025-10-26,20:23:00,Intervention,Session 1,Near,30.87,18.726666666666667,0.3839166666666667,1.1470833333333335
85,378,2025-10-26,20:24:00,Intervention,Session 1,Near,32.9775,18.691666666666666,0.3595,2.0230833333333336
86,378,2025-10-26,20:25:00,Intervention,Session 1,Near,32.13916666666667,18.643333333333334,0.45891666666666664,0.7878333333333334
87,378,2025-10-26,20:26:00,Intervention,Session 1,Near,31.125,18.595000000000002,0.38608333333333333,0.50325
88,378,2025-10-26,20:27:00,Intervention,Session 1,Near,30.108333333333334,18.536666666666665,0.5524166666666667,1.7355
89,378,2025-10-26,20:28:00,Intervention,Session 1,Near,29.925,18.4475,0.6554166666666666,1.8889166666666668
90,378,2025-10-26,20:29:00,Intervention,Session 1,Near,31.565833333333334,18.3375,0.5033333333333333,0.6664166666666667
91,378,2025-10-26,20:30:00,Intervention,Session 1,Near,31.352500000000003,18.250833333333333,0.5578333333333333,1.129
92,378,2025-10-26,20:31:00,Intervention,Session 1,Near,32.42333333333333,18.154166666666665,0.7038333333333333,2.1134166666666667
93,378,2025-10-26,20:32:00,Intervention,Session 1,Near,32.86,18.081666666666667,0.6396666666666667,0.91375
94,378,2025-10-26,20:33:00,Intervention,Session 1,Near,31.799166666666665,18.021666666666665,0.44658333333333333,1.4753333333333334
95,378,2025-10-26,20:34:00,Intervention,Session 1,Near,32.0625,17.949166666666667,0.28841666666666665,0.5007499999999999
96,378,2025-10-26,20:35:00,Intervention,Session 1,Near,32.18333333333333,17.871666666666666,0.43624999999999997,1.08525
97,378,2025-10-26,20:36:00,Intervention,Session 1,Near,32.538333333333334,17.799166666666668,0.38116666666666665,4.0343333333333335
98,378,2025-10-26,20:37:00,Intervention,Session 1,Near,32.055,17.774166666666666,0.5345833333333333,0.8040833333333333
99,378,2025-10-26,20:38:00,Intervention,Session 1,Near,32.48916666666667,17.750833333333333,0.42166666666666663,2.9551666666666665
100,378,2025-10-26,20:39:00,Intervention,Session 1,Near,32.9825,17.728333333333335,0.8528333333333333,3.8419166666666666
101,378,2025-10-26,20:40:00,Intervention,Session 1,Near,32.583333333333336,17.731666666666666,0.40725000000000006,3.45225
102,378,2025-10-26,20:41:00,Intervention,Session 1,Near,34.3675,17.721666666666668,0.6004999999999999,1.97975
103,378,2025-10-26,20:42:00,Intervention,Session 1,Near,31.353333333333335,17.718333333333334,0.3705,3.9618333333333333
104,378,2025-10-26,20:43:00,Intervention,Session 1,Near,32.998333333333335,17.7025,0.39691666666666664,0.45199999999999996
105,378,2025-10-26,20:44:00,Intervention,Session 1,Near,31.33,17.706666666666667,0.5015,1.1503333333333334
106,378,2025-10-26,20:45:00,Intervention,Session 1,Near,31.230833333333333,17.69,0.3778333333333334,0.6101666666666666
107,378,2025-10-26,20:46:00,Intervention,Session 1,Near,32.14083333333333,17.6625,0.425,0.6613333333333333
108,378,2025-10-26,20:47:00,Intervention,Session 1,Near,31.528333333333336,17.646666666666665,0.5024166666666666,1.1629166666666666
109,378,2025-10-26,20:48:00,Intervention,Session 1,Near,32.665,17.6125,0.6575,1.5603333333333333
110,378,2025-10-26,20:49:00,Intervention,Session 1,Near,32.725833333333334,17.5825,1.6371666666666667,1.9101666666666668
111,378,2025-10-26,20:50:00,Intervention,Session 1,Near,33.91916666666666,17.56,1.0675833333333333,1.67275
112,378,2025-10-26,20:51:00,Intervention,Session 1,Near,33.67,17.544999999999998,0.6988333333333334,1.0682500000000001
113,378,2025-10-26,20:52:00,Intervention,Session 1,Near,32.472500000000004,17.525833333333335,0.4438333333333333,0.5345833333333333
114,378,2025-10-26,20:53:00,Intervention,Session 1,Near,32.49666666666667,17.486666666666668,0.5065,1.11325
115,378,2025-10-26,20:54:00,Intervention,Session 1,Near,32.016666666666666,17.4525,0.8490833333333333,2.8156666666666665
116,378,2025-10-26,20:55:00,Intervention,Session 1,Near,31.205,17.404166666666665,0.39425,0.4130833333333333
117,378,2025-10-26,20:56:00,Intervention,Session 1,Near,32.5475,17.351666666666667,0.7064166666666667,2.4933333333333336
118,378,2025-10-26,20:57:00,Intervention,Session 1,Near,31.77916666666667,17.278333333333332,0.8395,1.7359166666666666
119,378,2025-10-26,20:58:00,Intervention,Session 1,Near,32.104166666666664,17.21166666666667,0.7915,2.880333333333333
120,378,2025-10-26,20:59:00,Intervention,Session 1,Near,31.65833333333333,17.146666666666665,0.6376666666666666,1.01925
