UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/11/01T19:37:35z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,32,32,1009.33,4.61,26344,0,820,0.22,0.48,0.71,0.22,0.48,0.71,2,2,200.69,55.28,3.45,0.90,0.40,0.00,0.24,0.71,1.14,0.24,0.71,1.14,3,3,207.41,57.08,6.93,2.46,0.22,0.22,80.10
2025/11/01T19:39:35z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,61,32,31,1009.48,4.61,25720,0,940,0.00,0.36,0.45,0.00,0.36,0.45,1,1,196.07,55.66,4.95,0.18,0.11,0.00,0.00,0.19,0.61,0.00,0.19,0.61,1,1,186.00,50.41,5.41,0.98,0.42,0.00,83.73
2025/11/01T19:41:35z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,33,32,1009.50,4.61,26344,0,1060,0.22,1.03,1.50,0.22,1.03,1.50,4,4,191.33,56.67,8.83,2.12,0.55,0.19,0.12,0.34,0.34,0.12,0.34,0.34,1,1,177.62,50.31,5.59,1.34,0.00,0.00,84.57
2025/11/01T19:43:35z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,32,32,1009.46,4.61,26344,0,1180,0.42,0.63,0.63,0.42,0.63,0.63,3,3,225.25,63.54,4.10,0.24,0.00,0.00,0.00,0.37,0.67,0.00,0.37,0.67,2,2,194.89,55.72,5.93,1.14,0.21,0.00,81.38
2025/11/01T19:45:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,33,32,1009.59,nan,26432,0,101,0.11,0.33,0.67,0.11,0.33,0.67,1,1,181.80,53.40,4.24,0.89,0.49,0.00,0.00,0.53,0.88,0.00,0.53,0.88,2,2,193.33,55.09,8.05,1.05,0.53,0.30,nan
2025/11/01T19:47:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1009.58,4.61,26032,0,221,0.10,0.41,0.64,0.10,0.41,0.64,2,2,201.00,57.34,6.14,0.45,0.31,0.22,0.07,0.48,0.57,0.07,0.48,0.57,2,2,193.50,55.27,5.38,0.59,0.21,0.00,82.49
2025/11/01T19:49:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,32,32,1009.67,4.61,26280,0,341,0.00,0.18,0.18,0.00,0.18,0.18,1,1,169.68,45.12,4.11,0.09,0.00,0.00,0.00,0.28,0.38,0.00,0.28,0.38,1,1,180.65,51.27,6.12,0.67,0.37,0.17,89.79
2025/11/01T19:51:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,65,31,33,1009.71,4.61,26280,0,461,0.00,0.39,0.66,0.00,0.39,0.66,2,2,165.16,43.46,7.84,1.45,0.27,0.27,0.00,0.33,0.33,0.00,0.33,0.33,1,1,178.40,49.08,7.28,0.55,0.08,0.08,85.41
2025/11/01T19:53:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,66,29,33,1009.68,4.62,26280,0,581,0.05,0.64,0.81,0.05,0.64,0.81,3,3,175.32,49.29,6.54,1.29,0.25,0.25,0.00,0.88,1.18,0.00,0.88,1.18,4,4,201.79,53.95,6.89,2.95,0.32,0.00,91.13
2025/11/01T19:55:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,30,31,1009.66,4.62,26280,0,701,0.14,0.46,0.78,0.14,0.46,0.78,2,2,174.10,50.14,6.03,1.07,0.41,0.00,0.11,0.82,1.46,0.11,0.82,1.46,3,3,210.48,62.57,9.91,1.82,0.70,0.36,92.79
2025/11/01T19:57:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1009.77,4.62,26280,0,821,0.17,0.47,0.78,0.17,0.47,0.78,2,2,184.14,54.53,5.05,1.31,0.24,0.17,0.19,0.90,1.36,0.19,0.90,1.36,4,4,199.78,59.37,7.31,2.14,0.71,0.24,84.64
2025/11/01T19:59:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1009.95,4.62,25656,0,941,0.30,0.95,1.23,0.30,0.95,1.23,4,4,226.77,64.30,9.64,1.04,0.11,0.00,0.40,1.33,1.57,0.40,1.33,1.57,6,6,246.31,75.00,8.40,2.17,0.34,0.17,90.65
2025/11/01T20:01:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,31,32,1009.99,4.61,26096,0,1061,0.00,0.36,0.36,0.00,0.36,0.36,2,2,154.81,43.88,4.47,0.64,0.00,0.00,0.07,0.10,0.10,0.07,0.10,0.10,0,0,191.84,50.17,3.07,0.29,0.00,0.00,86.83
2025/11/01T20:03:17z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,30,31,1010.03,4.61,26280,0,1181,0.03,0.25,0.71,0.03,0.25,0.71,1,1,184.37,52.71,4.27,0.63,0.63,0.22,0.27,0.68,0.68,0.27,0.68,0.68,3,3,227.41,60.36,4.34,0.71,0.00,0.00,86.69
2025/11/01T20:04:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,30,31,1010.16,nan,26432,0,101,0.00,0.00,0.00,0.00,0.00,0.00,0,0,152.22,44.00,3.30,0.00,0.00,0.00,0.00,0.65,0.65,0.00,0.65,0.65,3,3,181.12,50.44,4.19,1.47,0.00,0.00,nan
2025/11/01T20:06:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,64,30,32,1010.13,4.61,26280,0,221,0.00,0.38,0.38,0.00,0.38,0.38,2,2,160.24,44.55,3.79,0.62,0.00,0.00,0.04,0.36,0.59,0.04,0.36,0.59,1,1,187.50,53.32,4.52,0.52,0.25,0.00,80.97
2025/11/01T20:08:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1010.14,4.61,26280,0,341,0.09,0.35,0.51,0.09,0.35,0.51,1,1,181.42,51.30,5.11,0.70,0.25,0.25,0.10,0.58,0.62,0.10,0.58,0.62,2,2,218.00,59.90,3.33,0.98,0.17,0.00,85.73
2025/11/01T20:10:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,30,30,1010.00,4.61,26280,0,461,0.00,0.14,0.80,0.00,0.14,0.80,1,1,169.93,48.96,6.11,0.71,0.71,0.71,0.03,0.53,0.85,0.03,0.53,0.85,2,2,188.54,54.42,5.41,1.27,0.42,0.22,89.44
2025/11/01T20:12:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1010.09,4.61,26280,0,581,2.64,7.28,9.28,2.57,6.43,8.74,30,27,597.36,176.88,49.14,13.19,1.57,0.34,2.91,6.47,6.50,2.62,5.41,6.09,27,23,655.29,193.31,45.34,6.17,0.05,0.00,84.89
2025/11/01T20:14:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1010.18,4.61,26248,0,701,0.02,0.17,1.19,0.02,0.17,1.19,1,1,202.32,53.71,4.64,1.46,1.29,1.10,0.32,0.71,0.71,0.32,0.71,0.71,3,3,243.96,68.20,5.46,0.29,0.00,0.00,102.14
2025/11/01T20:16:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1010.22,4.61,26248,0,821,0.10,0.21,0.48,0.10,0.21,0.48,1,1,167.07,48.07,5.47,0.57,0.40,0.19,0.00,0.15,0.32,0.00,0.15,0.32,1,1,180.61,49.98,4.75,0.59,0.25,0.00,90.77
2025/11/01T20:18:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,30,31,1010.30,4.61,26248,0,941,0.11,0.23,0.62,0.11,0.23,0.62,1,1,180.54,49.21,2.62,0.39,0.39,0.23,0.00,0.27,0.46,0.00,0.27,0.46,1,1,202.47,56.03,4.12,0.42,0.00,0.00,81.47
2025/11/01T20:20:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,30,31,1010.30,4.61,26248,0,1061,0.11,0.46,0.46,0.11,0.46,0.46,2,2,173.32,49.11,5.89,0.39,0.00,0.00,0.10,0.45,0.67,0.10,0.45,0.67,2,2,218.38,60.16,7.41,0.91,0.24,0.24,81.74
2025/11/01T20:22:59z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,31,31,1010.32,4.61,26248,0,1181,0.12,0.37,0.75,0.12,0.37,0.75,2,2,168.65,46.17,5.67,1.48,0.17,0.17,0.00,0.40,0.58,0.00,0.40,0.58,2,2,182.05,46.53,4.46,0.96,0.21,0.00,141.58
2025/11/01T20:24:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,31,32,1010.38,nan,26432,0,101,0.11,0.71,0.76,0.11,0.71,0.76,3,3,221.93,61.38,5.67,0.93,0.00,0.00,0.30,0.86,1.00,0.30,0.86,1.00,4,4,204.77,57.63,6.65,0.63,0.30,0.00,nan
2025/11/01T20:26:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,64,31,33,1010.40,4.61,26344,0,221,0.00,0.22,0.31,0.00,0.22,0.31,1,1,169.07,45.39,4.41,0.73,0.00,0.00,0.38,0.73,0.93,0.38,0.73,0.93,3,3,223.61,60.77,6.91,1.21,0.39,0.00,79.24
2025/11/01T20:28:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,66,30,33,1010.46,4.61,25968,0,341,0.37,0.89,0.89,0.37,0.89,0.89,4,4,253.42,71.82,4.93,0.56,0.00,0.00,0.68,1.20,1.46,0.68,1.20,1.46,5,5,287.64,82.75,8.00,1.71,0.37,0.00,84.46
2025/11/01T20:30:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,66,29,32,1010.43,4.61,26280,0,461,0.16,0.49,0.56,0.16,0.49,0.56,2,2,210.16,56.72,4.32,0.39,0.11,0.00,0.12,0.53,0.74,0.12,0.53,0.74,2,2,211.29,59.02,4.90,0.60,0.21,0.21,81.72
2025/11/01T20:32:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,65,29,32,1010.45,4.61,26280,0,581,0.10,0.28,0.60,0.10,0.28,0.60,1,1,185.90,55.79,4.38,0.36,0.36,0.00,0.00,0.50,0.50,0.00,0.50,0.50,2,2,201.05,55.00,4.02,1.12,0.00,0.00,84.52
2025/11/01T20:34:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,64,30,32,1010.42,4.61,26280,0,701,0.05,0.58,1.05,0.05,0.58,1.05,2,2,187.42,49.85,6.76,1.36,0.69,0.32,0.11,0.47,0.65,0.11,0.47,0.65,2,2,216.49,58.75,5.58,1.00,0.20,0.00,81.41
2025/11/01T20:36:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,31,31,1010.56,4.61,26280,0,821,0.18,0.32,0.32,0.18,0.32,0.32,1,1,164.00,45.86,3.88,0.28,0.09,0.09,0.00,0.71,0.76,0.00,0.71,0.76,3,3,197.34,53.44,7.07,0.86,0.00,0.00,82.47
2025/11/01T20:38:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,63,31,32,1010.52,4.61,26280,0,941,0.00,0.12,0.29,0.00,0.12,0.29,1,1,141.16,39.98,3.46,0.38,0.36,0.09,0.00,0.64,0.78,0.00,0.64,0.78,3,3,183.10,50.31,7.80,1.34,0.22,0.00,82.82
2025/11/01T20:40:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1010.54,4.61,26096,0,1061,0.00,0.41,0.78,0.00,0.41,0.78,2,2,177.31,47.81,7.05,1.22,0.36,0.36,0.00,0.33,0.33,0.00,0.33,0.33,1,1,194.43,50.16,6.24,0.48,0.00,0.00,90.95
2025/11/01T20:42:40z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,31,31,1010.61,4.61,26280,0,1181,0.00,0.44,0.56,0.00,0.44,0.56,2,2,150.92,42.05,4.75,1.49,0.25,0.00,0.00,0.18,0.53,0.00,0.18,0.53,1,1,186.63,50.63,4.65,0.95,0.40,0.00,83.87
2025/11/01T20:44:22z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,32,32,1010.66,nan,26432,0,101,0.00,0.57,0.59,0.00,0.57,0.59,2,2,175.76,44.07,6.93,1.30,0.24,0.00,0.12,0.42,0.42,0.12,0.42,0.42,2,2,201.77,59.93,6.02,0.35,0.00,0.00,nan
2025/11/01T20:46:22z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,61,32,31,1010.62,4.61,26344,0,221,0.00,0.08,0.37,0.00,0.08,0.37,0,0,133.32,35.25,4.58,1.24,0.42,0.25,0.00,0.11,0.44,0.00,0.11,0.44,0,0,166.32,48.44,3.42,0.82,0.19,0.00,80.56
2025/11/01T20:48:22z,48:55:19:e8:2a:a0,7.04,3.0+OPENLOG+62534 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,62,32,32,1010.67,4.61,26344,0,341,0.00,0.00,0.39,0.00,0.00,0.39,0,0,130.68,36.51,3.93,0.82,0.49,0.25,0.00,0.17,0.17,0.00,0.17,0.17,1,1,182.03,48.51,5.46,0.37,0.00,0.00,82.10
