Time_Stamp,Instrument_ID,Date,Time,Condition,Session,Prox_to_xroad,Relative_Humidity,Temperature,PM25,PM10
1,378,2025-10-25,19:00:00,Control,Session 1,Near,31.595714285714287,18.532142857142855,0.9469285714285715,1.6307857142857143
2,378,2025-10-25,19:01:00,Control,Session 1,Near,30.38076923076923,18.52,0.7728461538461538,4.405153846153846
3,378,2025-10-25,19:02:00,Control,Session 1,Near,30.150833333333335,18.423333333333336,0.56525,2.040833333333333
4,378,2025-10-25,19:03:00,Control,Session 1,Near,30.205,18.349999999999998,0.8039999999999999,0.9945833333333334
5,378,2025-10-25,19:04:00,Control,Session 1,Near,29.7325,18.270833333333332,0.5726666666666667,0.6030833333333333
6,378,2025-10-25,19:05:00,Control,Session 1,Near,30.405,18.18,0.7049166666666666,3.3873333333333338
7,378,2025-10-25,19:06:00,Control,Session 1,Near,30.287499999999998,18.084166666666665,0.47833333333333333,0.6398333333333334
8,378,2025-10-25,19:07:00,Control,Session 1,Near,31.021666666666665,17.991666666666667,0.4925,0.6200833333333333
9,378,2025-10-25,19:08:00,Control,Session 1,Near,31.051666666666666,17.886666666666667,0.30416666666666664,1.4875833333333333
10,378,2025-10-25,19:09:00,Control,Session 1,Near,30.40833333333333,17.796666666666667,0.5645833333333333,0.81625
11,378,2025-10-25,19:10:00,Control,Session 1,Near,30.668333333333333,17.686666666666667,0.38491666666666663,0.5553333333333333
12,378,2025-10-25,19:11:00,Control,Session 1,Near,29.71666666666667,17.560833333333335,0.2843333333333333,0.5274166666666666
13,378,2025-10-25,19:12:00,Control,Session 1,Near,32.185833333333335,17.445,0.3538333333333334,1.7014166666666668
14,378,2025-10-25,19:13:00,Control,Session 1,Near,31.247500000000002,17.335833333333333,0.43925,0.7516666666666666
15,378,2025-10-25,19:14:00,Control,Session 1,Near,30.375,17.221666666666668,0.6046666666666667,1.2205833333333334
16,378,2025-10-25,19:15:00,Control,Session 1,Near,32.62416666666667,17.1325,0.30633333333333335,0.8704999999999999
17,378,2025-10-25,19:16:00,Control,Session 1,Near,31.74,17.038333333333334,0.42283333333333334,0.669
18,378,2025-10-25,19:17:00,Control,Session 1,Near,31.002499999999998,16.956666666666667,3.5505833333333334,8.56475
19,378,2025-10-25,19:18:00,Control,Session 1,Near,31.463333333333335,16.870833333333334,5.021833333333333,8.289833333333334
20,378,2025-10-25,19:19:00,Control,Session 1,Near,31.50916666666667,16.775833333333335,3.3609166666666668,4.273416666666667
21,378,2025-10-25,19:20:00,Control,Session 1,Near,35.526666666666664,16.695833333333333,0.7607499999999999,0.8320833333333333
22,378,2025-10-25,19:21:00,Control,Session 1,Near,32.94,16.63,0.4214166666666667,1.2604166666666667
